goodbye,Bye, kurang memuaskan sih jawabannya.  
goodbye,Terima kasih atas sarannya, mobilku baik lagi.  
goodbye,Sampai ketemu lagi, layanan ini luar biasa.  
goodbye,Selamat jalan, saya puas dengan bantuan ini.  
goodbye,Makasih ya bro, kamu bantu saya hari ini.  
goodbye,Bye, lain kali lebih cepat ya.  
goodbye,Terima kasih, penjelasanmu bikin saya paham.  
goodbye,Sampai jumpa, layanan ini bikin saya lega.  
goodbye,Selamat tinggal, saranmu sangat membantu.  
goodbye,Terima kasih banyak, kamu bikin saya senang.  
goodbye,Bye, agak kecewa tapi terima kasih.  
goodbye,Terima kasih atas bantuannya, motorku selamat.  
goodbye,Sampai nanti ya, layanan ini oke punya.  
goodbye,Selamat tinggal, saya senang dapat saranmu.  
goodbye,Makasih banget, kamu bantu saya tenangin hati.  
goodbye,Bye, kurang jelas sih tapi makasih ya.  
goodbye,Terima kasih, solusimu bikin mobilku jalan.  
goodbye,Sampai ketemu, layanan ini bikin saya kagum.  
goodbye,Selamat jalan, bantuanmu sangat berguna.  
goodbye,Terima kasih ya, kamu bantu saya banget.  
goodbye,Bye, semoga lebih baik jawabannya nanti.  
goodbye,Terima kasih banyak, kendaraan saya aman lagi.  
goodbye,Sampai jumpa lagi, layanan ini top abis.  
goodbye,Selamat tinggal, saya puas sama penjelasanmu.  
goodbye,Makasih bro, saranmu bikin saya hemat biaya.  
goodbye,Bye, agak lambat tapi terima kasih.  
goodbye,Terima kasih, kamu bantu saya paham masalah.  
goodbye,Sampai nanti, layanan ini bikin saya senyum.  
goodbye,Selamat tinggal, saranmu sangat oke.  
goodbye,Terima kasih banyak, penjelasanmu mantap.  
goodbye,Bye, kurang puas sih sama sarannya.  
goodbye,Terima kasih atas waktunya, mobilku jadi baik.  
goodbye,Sampai ketemu lagi, layanan ini hebat banget.  
goodbye,Selamat jalan, saya lega konsultasi di sini.  
goodbye,Makasih ya, kamu bikin motor saya selamat.  
goodbye,Bye, jawabannya kurang ngena tapi ya sudahlah.  
goodbye,Terima kasih, bantuanmu bikin saya tenang.  
goodbye,Sampai jumpa, layanan ini recommended banget.  
goodbye,Selamat tinggal, kamu bantu saya paham banget.  
goodbye,Terima kasih banyak, solusimu sangat membantu.  
goodbye,Bye, lain kali lebih teliti ya jawabannya.  
goodbye,Terima kasih atas saranmu, kendaraan saya oke.  
goodbye,Sampai nanti ya, layanan ini bikin saya puas.  
goodbye,Selamat tinggal, saya senang sama bantuanmu.  
goodbye,Makasih bang, kamu bikin saya tahu caranya.  
goodbye,Bye, kurang detail tapi terima kasih.  
goodbye,Terima kasih, saranmu bikin mobilku aman lagi.  
goodbye,Sampai ketemu, layanan ini luar biasa sekali.  
goodbye,Selamat jalan, bantuanmu bikin saya lega.  
goodbye,Terima kasih ya, penjelasanmu sangat bermanfaat.  
goodbye,Bye, agak bingung tapi makasih ya.  
goodbye,Terima kasih banyak, motor saya jadi jalan.  
goodbye,Sampai jumpa lagi, layanan ini patut dipuji.  
goodbye,Selamat tinggal, saya puas banget sama kamu.  
goodbye,Makasih bro, kamu bantu saya atasi masalah.  
goodbye,Bye, semoga lebih cepat tanggapannya nanti.  
goodbye,Terima kasih, kamu bikin saya senang hari ini.  
goodbye,Sampai nanti, layanan ini bikin saya takjub.  
goodbye,Selamat tinggal, saranmu sangat pas banget.  
goodbye,Terima kasih banyak, kamu profesional abis.  
goodbye,Bye, kurang memuaskan tapi terima kasih.  
goodbye,Terima kasih atas bantuannya, mobilku selamat.  
goodbye,Sampai ketemu lagi, layanan ini super oke.  
goodbye,Selamat jalan, saya senang konsultasi sama kamu.  
goodbye,Makasih ya, saranmu bikin saya hemat waktu.  
goodbye,Bye, agak kecewa sama jawabannya.  
goodbye,Terima kasih, penjelasanmu bikin saya paham.  
goodbye,Sampai jumpa, layanan ini bikin saya tenang.  
goodbye,Selamat tinggal, bantuanmu sangat membantu.  
goodbye,Terima kasih banyak, kamu bikin saya lega.  
goodbye,Bye, lain kali lebih responsif ya.  
goodbye,Terima kasih atas waktunya, motorku jadi oke.  
goodbye,Sampai nanti ya, layanan ini bikin saya senang.  
goodbye,Selamat tinggal, saranmu sangat berguna sekali.  
goodbye,Makasih banget, kamu bantu saya banget tadi.  
goodbye,Bye, kurang jelas sih sarannya.  
goodbye,Terima kasih, solusimu bikin mobilku jalan lagi.  
goodbye,Sampai ketemu, layanan ini recommended abis.  
goodbye,Selamat jalan, saya puas sama bantuanmu.  
goodbye,Terima kasih ya, kamu bikin saya tahu apa salah.  
goodbye,Bye, agak lambat tapi ya sudahlah.  
goodbye,Terima kasih banyak, kendaraan saya selamat lagi.  
goodbye,Sampai jumpa lagi, layanan ini top banget.  
goodbye,Selamat tinggal, saya senang dapat saranmu.  
goodbye,Makasih bro, kamu bikin saya tenangin pikiran.  
goodbye,Bye, kurang puas tapi terima kasih ya.  
goodbye,Terima kasih, saranmu bikin motor saya aman.  
goodbye,Sampai nanti, layanan ini bikin saya kagum.  
goodbye,Selamat tinggal, bantuanmu sangat oke banget.  
goodbye,Terima kasih banyak, penjelasanmu sangat jelas.  
goodbye,Bye, semoga lebih teliti lain waktu ya.  
goodbye,Terima kasih atas sarannya, mobilku jadi baik.  
goodbye,Sampai ketemu lagi, layanan ini luar biasa.  
goodbye,Selamat jalan, saya puas dengan konsultasi ini.  
goodbye,Makasih ya, kamu bantu saya atasi kebingungan.  
goodbye,Bye, agak bingung sama jawabannya.  
goodbye,Terima kasih, kamu bikin saya senang konsultasi.  
goodbye,Sampai jumpa, layanan ini bikin saya lega.  
goodbye,Selamat tinggal, saranmu sangat pas untuk saya.  
goodbye,Terima kasih banyak, kamu bikin motor saya oke.  
goodbye,Bye, kurang memuaskan sih tapi makasih.  
goodbye,Terima kasih atas bantuannya, kendaraan saya jalan.  
goodbye,Sampai nanti ya, layanan ini patut diacungi jempol.  
goodbye,Selamat tinggal, saya senang sama penjelasanmu.  
goodbye,Makasih bang, saranmu bikin saya hemat biaya.  
goodbye,Bye, lain kali lebih cepat ya jawabannya.  
goodbye,Terima kasih, bantuanmu bikin saya paham banget.  
goodbye,Sampai ketemu, layanan ini bikin saya senyum.  
goodbye,Selamat jalan, kamu bantu saya tenang hari ini.  
goodbye,Terima kasih ya, solusimu sangat membantu saya.  
goodbye,Bye, agak kecewa tapi terima kasih.  
goodbye,Terima kasih banyak, mobilku selamat berkat kamu.  
goodbye,Sampai jumpa lagi, layanan ini super banget.  
goodbye,Selamat tinggal, saya puas sama saranmu.  
goodbye,Makasih bro, kamu bikin saya tahu caranya.  
goodbye,Bye, kurang detail sih jawabannya.  
goodbye,Terima kasih, penjelasanmu bikin motor saya aman.  
goodbye,Sampai nanti, layanan ini bikin saya takjub.  
goodbye,Selamat tinggal, bantuanmu sangat berarti buat saya.  
goodbye,Terima kasih banyak, kamu profesional banget.  
goodbye,Bye, semoga lebih responsif lain kali ya.  
goodbye,Terima kasih atas waktunya, kendaraan saya oke lagi.  
goodbye,Sampai ketemu lagi, layanan ini recommended.  
goodbye,Selamat jalan, saya lega dapat bantuanmu.  
goodbye,Makasih ya, kamu bikin saya senang hari ini.  
goodbye,Bye, agak lambat tapi terima kasih ya.  
goodbye,Terima kasih, saranmu bikin mobilku jalan lagi.  
goodbye,Sampai jumpa, layanan ini bikin saya puas.  
goodbye,Selamat tinggal, kamu bantu saya paham masalah.  
goodbye,Terima kasih banyak, solusimu tepat sasaran.  
goodbye,Bye, kurang jelas tapi ya sudahlah.  
goodbye,Terima kasih atas sarannya, motor saya selamat.  
goodbye,Sampai nanti ya, layanan ini oke banget.  
goodbye,Selamat tinggal, saya senang konsultasi di sini.  
goodbye,Makasih banget, kamu bantu saya tenangin hati.  
goodbye,Bye, kurang puas sih sama layanannya.  
goodbye,Terima kasih, bantuanmu bikin kendaraan saya baik.  
goodbye,Sampai ketemu, layanan ini bikin saya lega.  
goodbye,Selamat jalan, saranmu sangat membantu banget.  
goodbye,Terima kasih ya, penjelasanmu bikin saya paham.  
goodbye,Bye, lain kali lebih teliti ya sarannya.  
goodbye,Terima kasih banyak, mobilku aman berkat kamu.  
goodbye,Sampai jumpa lagi, layanan ini top abis.  
goodbye,Selamat tinggal, saya puas dengan bantuanmu.  
goodbye,Makasih bro, kamu bikin saya hemat waktu lagi.  
goodbye,Bye, agak bingung tapi terima kasih.  
goodbye,Terima kasih, kamu bantu saya atasi masalah motor.  
goodbye,Sampai nanti, layanan ini bikin saya senang.  
goodbye,Selamat tinggal, bantuanmu sangat oke punya.  
goodbye,Terima kasih banyak, saranmu sangat bermanfaat.  
goodbye,Bye, semoga lebih cepat jawabannya nanti.  
goodbye,Terima kasih atas bantuannya, kendaraan saya jalan.  
goodbye,Sampai ketemu lagi, layanan ini luar biasa banget.  
goodbye,Selamat jalan, saya senang dapat saranmu.  
goodbye,Makasih ya, kamu bikin saya tahu apa yang salah.  
goodbye,Bye, kurang memuaskan tapi ya sudah.  
goodbye,Terima kasih, penjelasanmu bikin mobil saya selamat.  
goodbye,Sampai jumpa, layanan ini bikin saya takjub.  
goodbye,Selamat tinggal, kamu bantu saya tenang sekarang.  
goodbye,Terima kasih banyak, solusimu sangat pas buat saya.  
goodbye,Bye, agak kecewa sama penjelasannya.  
goodbye,Terima kasih atas waktunya, motor saya oke lagi.  
goodbye,Sampai nanti ya, layanan ini recommended banget.  
goodbye,Selamat tinggal, saya puas sama konsultasi ini.  
goodbye,Makasih bang, saranmu bikin saya hemat biaya.  
goodbye,Bye, lain kali lebih responsif ya.  
goodbye,Terima kasih, kamu bikin saya paham soal kendaraan.  
goodbye,Sampai ketemu, layanan ini bikin saya senyum.  
goodbye,Selamat jalan, bantuanmu sangat berarti buat saya.  
goodbye,Terima kasih ya, penjelasanmu sangat membantu.  
goodbye,Bye, kurang jelas sih tapi terima kasih.  
goodbye,Terima kasih banyak, mobilku jalan lagi sekarang.  
goodbye,Sampai jumpa lagi, layanan ini super oke.  
goodbye,Selamat tinggal, saya senang sama bantuanmu.  
goodbye,Makasih bro, kamu bantu saya tenangin pikiran.  
goodbye,Bye, agak lambat tapi ya sudahlah.  
goodbye,Terima kasih, saranmu bikin motor saya aman lagi.  
goodbye,Sampai nanti, layanan ini bikin saya lega.  
goodbye,Selamat tinggal, kamu bantu saya paham banget.  
goodbye,Terima kasih banyak, solusimu tepat banget.  
goodbye,Bye, kurang puas tapi terima kasih ya.  
goodbye,Terima kasih atas sarannya, kendaraan saya selamat.  
goodbye,Sampai ketemu lagi, layanan ini top banget.  
goodbye,Selamat jalan, saya puas dengan saranmu.  
goodbye,Makasih ya, kamu bikin saya tahu caranya.  
goodbye,Bye, semoga lebih teliti lain kali ya.  
goodbye,Terima kasih, bantuanmu bikin mobil saya oke.  
goodbye,Sampai jumpa, layanan ini bikin saya senang.  
goodbye,Selamat tinggal, saranmu sangat oke punya.  
goodbye,Terima kasih banyak, penjelasanmu sangat bermanfaat.  
goodbye,Bye, agak bingung sama sarannya.  
goodbye,Terima kasih atas waktunya, motor saya jalan lagi.  
goodbye,Sampai nanti ya, layanan ini recommended abis.  
goodbye,Selamat tinggal, saya lega konsultasi sama kamu.  
goodbye,Makasih banget, kamu bantu saya atasi masalah.  
goodbye,Bye, lain kali lebih cepat ya tanggapannya.  
goodbye,Terima kasih, kamu bikin saya senang hari ini.  
goodbye,Sampai ketemu, layanan ini bikin saya takjub.  
goodbye,Selamat jalan, bantuanmu sangat membantu saya.  
goodbye,Terima kasih ya, saranmu bikin kendaraan saya baik.  
goodbye,Bye, kurang memuaskan sih jawabannya.  
goodbye,Terima kasih banyak, mobilku selamat berkat saranmu.  
goodbye,Sampai jumpa lagi, layanan ini super banget.  
goodbye,Selamat tinggal, saya puas sama penjelasanmu.  
goodbye,Makasih bro, kamu bikin saya hemat waktu tadi.  
goodbye,Bye, agak kecewa tapi terima kasih.  
goodbye,Terima kasih, penjelasanmu bikin motor saya oke.  
goodbye,Sampai nanti, layanan ini bikin saya lega.  
goodbye,Selamat tinggal, kamu bantu saya paham masalah.  
goodbye,Terima kasih banyak, solusimu sangat tepat.  
goodbye,Bye, kurang jelas tapi ya sudahlah.  
goodbye,Terima kasih atas sarannya, kendaraan saya aman.  
goodbye,Sampai ketemu lagi, layanan ini top abis.  
goodbye,Selamat jalan, saya senang dapat bantuanmu.  
goodbye,Makasih ya, kamu bikin saya tahu apa yang salah.  
goodbye,Bye, lain kali lebih responsif ya.  
goodbye,Terima kasih, bantuanmu bikin mobil saya jalan.  
goodbye,Sampai jumpa, layanan ini bikin saya senyum.  
goodbye,Selamat tinggal, saranmu sangat berarti buat saya.  
goodbye,Terima kasih banyak, penjelasanmu sangat oke.  
goodbye,Bye, agak lambat tapi terima kasih ya.  
goodbye,Terima kasih atas waktunya, motor saya selamat.  
goodbye,Sampai nanti ya, layanan ini recommended banget.  
goodbye,Selamat tinggal, saya puas sama konsultasi ini.  
goodbye,Makasih bang, kamu bikin saya tenang hari ini.  
goodbye,Bye, kurang puas sih sama sarannya.  
goodbye,Terima kasih, kamu bantu saya atasi kebingungan.  
goodbye,Sampai ketemu, layanan ini bikin saya takjub.  
goodbye,Selamat jalan, bantuanmu sangat bermanfaat.  
goodbye,Terima kasih ya, saranmu bikin kendaraan saya oke.  
goodbye,Bye, semoga lebih cepat jawabannya nanti.  
goodbye,Terima kasih banyak, mobilku jalan lagi berkat kamu.  
goodbye,Sampai jumpa lagi, layanan ini super oke.  
goodbye,Selamat tinggal, saya senang sama penjelasanmu.  
goodbye,Makasih bro, kamu bantu saya tenangin hati.  
goodbye,Bye, agak bingung tapi ya sudahlah.  
goodbye,Terima kasih, penjelasanmu bikin motor saya aman.  
goodbye,Sampai nanti, layanan ini bikin saya lega.  
goodbye,Selamat tinggal, kamu bantu saya paham banget.  
goodbye,Terima kasih banyak, solusimu sangat membantu.  
goodbye,Bye, lain kali lebih teliti ya jawabannya.  
goodbye,Terima kasih atas sarannya, kendaraan saya selamat.  
goodbye,Sampai ketemu lagi, layanan ini top banget.  
goodbye,Selamat jalan, saya puas sama bantuanmu.  
goodbye,Makasih ya, kamu bikin saya tahu caranya.  
goodbye,Bye, kurang jelas sih tapi terima kasih.  
goodbye,Terima kasih, bantuanmu bikin mobil saya oke lagi.  
goodbye,Sampai jumpa, layanan ini bikin saya senang.  
goodbye,Selamat tinggal, saranmu sangat oke punya.  
goodbye,Terima kasih banyak, penjelasanmu sangat bermanfaat.  
goodbye,Bye, agak kecewa sama layanannya.  
goodbye,Terima kasih atas waktunya, motor saya jalan lagi.  
goodbye,Sampai nanti ya, layanan ini recommended abis.  
goodbye,Selamat tinggal, saya lega konsultasi sama kamu.  
goodbye,Makasih banget, kamu bantu saya atasi masalah.  
goodbye,Bye, lain kali lebih cepat ya tanggapannya.  
goodbye,Terima kasih, kamu bikin saya senang hari ini.  
goodbye,Sampai ketemu, layanan ini bikin saya takjub.  
goodbye,Selamat jalan, bantuanmu sangat membantu saya.  
goodbye,Terima kasih ya, saranmu bikin kendaraan saya baik.  
goodbye,Bye, kurang memuaskan sih tapi makasih.  
goodbye,Terima kasih banyak, mobilku selamat berkat saranmu.  
goodbye,Sampai jumpa lagi, layanan ini super banget.  
goodbye,Selamat tinggal, saya puas sama penjelasanmu.  
goodbye,Makasih bro, kamu bikin saya hemat waktu tadi.  
goodbye,Bye, agak lambat tapi terima kasih.  
goodbye,Terima kasih, penjelasanmu bikin motor saya oke.  
goodbye,Sampai nanti, layanan ini bikin saya lega.  
goodbye,Selamat tinggal, kamu bantu saya paham masalah.  
goodbye,Terima kasih banyak, solusimu sangat tepat.  
goodbye,Bye, kurang puas tapi ya sudahlah.  
goodbye,Terima kasih atas sarannya, kendaraan saya aman.  
goodbye,Sampai ketemu lagi, layanan ini top abis.  
goodbye,Selamat jalan, saya senang dapat bantuanmu.  
goodbye,Makasih ya, kamu bikin saya tahu apa yang salah.  
goodbye,Bye, lain kali lebih responsif ya.  
goodbye,Terima kasih, bantuanmu bikin mobil saya jalan.  
goodbye,Sampai jumpa, layanan ini bikin saya senyum.  
goodbye,Selamat tinggal, saranmu sangat berarti buat saya.  
goodbye,Terima kasih banyak, penjelasanmu sangat oke.  
goodbye,Bye, agak bingung tapi terima kasih ya.  
goodbye,Terima kasih atas waktunya, motor saya selamat.  
goodbye,Sampai nanti ya, layanan ini recommended banget.  
goodbye,Selamat tinggal, saya puas sama konsultasi ini.  
goodbye,Makasih bang, kamu bikin saya tenang hari ini.  
goodbye,Bye, kurang jelas sih sarannya.  
goodbye,Terima kasih, kamu bantu saya atasi kebingungan.  
goodbye,Sampai ketemu, layanan ini bikin saya takjub.  
goodbye,Selamat jalan, bantuanmu sangat bermanfaat.  
goodbye,Terima kasih ya, saranmu bikin kendaraan saya oke.  
goodbye,Bye, semoga lebih cepat jawabannya nanti.  
goodbye,Terima kasih banyak, mobilku jalan lagi berkat kamu.  
goodbye,Sampai jumpa lagi, layanan ini super oke.  
goodbye,Selamat tinggal, saya senang sama penjelasanmu.  
goodbye,Makasih bro, kamu bikin saya tenangin hati.  
goodbye,Bye, agak kecewa tapi ya sudahlah.  
goodbye,Terima kasih, penjelasanmu bikin motor saya aman.  
goodbye,Sampai nanti, layanan ini bikin saya lega.  
goodbye,Selamat tinggal, kamu bantu saya paham banget.  
goodbye,Terima kasih banyak, solusimu sangat membantu.  
goodbye,Bye, lain kali lebih teliti ya jawabannya.  
goodbye,Terima kasih atas sarannya, kendaraan saya selamat.  
goodbye,Sampai ketemu lagi, layanan ini top banget.  
goodbye,Selamat jalan, saya puas sama bantuanmu.  
goodbye,Makasih ya, kamu bikin saya tahu caranya.  
goodbye,Bye, kurang puas tapi terima kasih.  
goodbye,Terima kasih, bantuanmu bikin mobil saya oke lagi.  
goodbye,Sampai jumpa, layanan ini bikin saya senang.  
goodbye,Selamat tinggal, saranmu sangat oke punya.  
goodbye,Terima kasih banyak, penjelasanmu sangat bermanfaat.  
goodbye,Bye, agak lambat tapi ya sudahlah.  
goodbye,Terima kasih atas waktunya, motor saya jalan lagi.  
goodbye,Sampai nanti ya, layanan ini recommended abis.  
goodbye,Selamat tinggal, saya lega konsultasi sama kamu.  
goodbye,Makasih banget, kamu bantu saya atasi masalah.  
goodbye,Bye, lain kali lebih cepat ya tanggapannya.  
goodbye,Terima kasih, kamu bikin saya senang hari ini.  
goodbye,Sampai ketemu, layanan ini bikin saya takjub.  
goodbye,Selamat jalan, bantuanmu sangat membantu saya.  
goodbye,Terima kasih ya, saranmu bikin kendaraan saya baik.  
goodbye,Bye, kurang memuaskan sih tapi makasih.  
goodbye,Terima kasih banyak, mobilku selamat berkat saranmu.  
goodbye,Sampai jumpa lagi, layanan ini super banget.  
goodbye,Selamat tinggal, saya puas sama penjelasanmu.  
goodbye,Makasih bro, kamu bikin saya hemat waktu tadi.  
goodbye,Bye, agak bingung tapi terima kasih.  
goodbye,Terima kasih, penjelasanmu bikin motor saya oke.  
goodbye,Sampai nanti, layanan ini bikin saya lega.  
goodbye,Selamat tinggal, kamu bantu saya paham masalah.  
goodbye,Terima kasih banyak, solusimu sangat tepat.  
goodbye,Bye, kurang jelas tapi ya sudahlah.  
goodbye,Terima kasih atas sarannya, kendaraan saya aman.  
goodbye,Sampai ketemu lagi, layanan ini top abis.  
goodbye,Selamat jalan, saya senang dapat bantuanmu.  
goodbye,Makasih ya, kamu bikin saya tahu apa yang salah.  
goodbye,Bye, lain kali lebih responsif ya.  
goodbye,Terima kasih, bantuanmu bikin mobil saya jalan.  
goodbye,Sampai jumpa, layanan ini bikin saya senyum.  
goodbye,Selamat tinggal, saranmu sangat berarti buat saya.  
goodbye,Terima kasih banyak, penjelasanmu sangat oke.  
goodbye,Bye, agak kecewa tapi terima kasih ya.  
goodbye,Terima kasih atas waktunya, motor saya selamat.  
goodbye,Sampai nanti ya, layanan ini recommended banget.  
goodbye,Selamat tinggal, saya puas sama konsultasi ini.  
goodbye,Makasih bang, kamu bikin saya tenang hari ini.  
goodbye,Bye, kurang puas sih sama sarannya.  
goodbye,Terima kasih, kamu bantu saya atasi kebingungan.  
goodbye,Sampai ketemu, layanan ini bikin saya takjub.  
goodbye,Selamat jalan, bantuanmu sangat bermanfaat.  
goodbye,Terima kasih ya, saranmu bikin kendaraan saya oke.  
goodbye,Bye, semoga lebih cepat jawabannya nanti.  
goodbye,Terima kasih banyak, mobilku jalan lagi berkat kamu.  
goodbye,Sampai jumpa lagi, layanan ini super oke.  
