vehicle_type,problem_description,diagnosis,first_aid,second_aid,third_aid
mobil,kendaraan tiba-tiba mogok di jalan,karburator kotor,"Coba periksa apakah karburator kotor. Jika memungkinkan, bersihkan atau perbaiki sendiri menggunakan alat dasar. Pastikan kendaraan dalam keadaan mati dan aman sebelum mulai melakukan pengecekan. Misalnya, jika kendaraan tiba-tiba mogok di jalan, cek sambungan kabel dan terminalnya.","Jika langkah pertama belum berhasil, disarankan untuk mengganti komponen yang dicurigai rusak. Misalnya, jika karburator kotor, pertimbangkan mengganti komponen tersebut dengan yang baru dan sesuai spesifikasi kendaraan Anda.","Jika masalah tetap belum terselesaikan, segera bawa kendaraan ke bengkel resmi atau mekanik terpercaya. Jelaskan bahwa kendaraan tiba-tiba mogok di jalan, dan sebutkan bahwa Anda telah mencurigai karburator kotor. Hal ini akan membantu teknisi mempercepat proses diagnosis dan perbaikan."
motor,lampu depan tidak menyala,bohlam putus,"Coba periksa apakah bohlam putus. Jika memungkinkan, bersihkan atau perbaiki sendiri menggunakan alat dasar. Pastikan kendaraan dalam keadaan mati dan aman sebelum mulai melakukan pengecekan. Misalnya, jika lampu depan tidak menyala, cek sambungan kabel dan terminalnya.","Jika langkah pertama belum berhasil, disarankan untuk mengganti komponen yang dicurigai rusak. Misalnya, jika bohlam putus, pertimbangkan mengganti komponen tersebut dengan yang baru dan sesuai spesifikasi kendaraan Anda.","Jika masalah tetap belum terselesaikan, segera bawa kendaraan ke bengkel resmi atau mekanik terpercaya. Jelaskan bahwa lampu depan tidak menyala, dan sebutkan bahwa Anda telah mencurigai bohlam putus. Hal ini akan membantu teknisi mempercepat proses diagnosis dan perbaikan."
mobil,kopling keras,kampas kopling aus,"Coba periksa apakah kampas kopling aus. Jika memungkinkan, bersihkan atau perbaiki sendiri menggunakan alat dasar. Pastikan kendaraan dalam keadaan mati dan aman sebelum mulai melakukan pengecekan. Misalnya, jika kopling keras, cek sambungan kabel dan terminalnya.","Jika langkah pertama belum berhasil, disarankan untuk mengganti komponen yang dicurigai rusak. Misalnya, jika kampas kopling aus, pertimbangkan mengganti komponen tersebut dengan yang baru dan sesuai spesifikasi kendaraan Anda.","Jika masalah tetap belum terselesaikan, segera bawa kendaraan ke bengkel resmi atau mekanik terpercaya. Jelaskan bahwa kopling keras, dan sebutkan bahwa Anda telah mencurigai kampas kopling aus. Hal ini akan membantu teknisi mempercepat proses diagnosis dan perbaikan."
motor,rem cakram bunyi,cakram aus atau kotor,"Coba periksa apakah cakram aus atau kotor. Jika memungkinkan, bersihkan atau perbaiki sendiri menggunakan alat dasar. Pastikan kendaraan dalam keadaan mati dan aman sebelum mulai melakukan pengecekan. Misalnya, jika rem cakram bunyi, cek sambungan kabel dan terminalnya.","Jika langkah pertama belum berhasil, disarankan untuk mengganti komponen yang dicurigai rusak. Misalnya, jika cakram aus atau kotor, pertimbangkan mengganti komponen tersebut dengan yang baru dan sesuai spesifikasi kendaraan Anda.","Jika masalah tetap belum terselesaikan, segera bawa kendaraan ke bengkel resmi atau mekanik terpercaya. Jelaskan bahwa rem cakram bunyi, dan sebutkan bahwa Anda telah mencurigai cakram aus atau kotor. Hal ini akan membantu teknisi mempercepat proses diagnosis dan perbaikan."
mobil,kendaraan sulit dinyalakan saat pagi,busi kotor atau aus,"Coba periksa apakah busi kotor atau aus. Jika memungkinkan, bersihkan atau perbaiki sendiri menggunakan alat dasar. Pastikan kendaraan dalam keadaan mati dan aman sebelum mulai melakukan pengecekan. Misalnya, jika kendaraan sulit dinyalakan saat pagi, cek sambungan kabel dan terminalnya.","Jika langkah pertama belum berhasil, disarankan untuk mengganti komponen yang dicurigai rusak. Misalnya, jika busi kotor atau aus, pertimbangkan mengganti komponen tersebut dengan yang baru dan sesuai spesifikasi kendaraan Anda.","Jika masalah tetap belum terselesaikan, segera bawa kendaraan ke bengkel resmi atau mekanik terpercaya. Jelaskan bahwa kendaraan sulit dinyalakan saat pagi, dan sebutkan bahwa Anda telah mencurigai busi kotor atau aus. Hal ini akan membantu teknisi mempercepat proses diagnosis dan perbaikan."
motor,motor susah langsam,setelan karburator tidak pas,"Coba periksa apakah setelan karburator tidak pas. Jika memungkinkan, bersihkan atau perbaiki sendiri menggunakan alat dasar. Pastikan kendaraan dalam keadaan mati dan aman sebelum mulai melakukan pengecekan. Misalnya, jika motor susah langsam, cek sambungan kabel dan terminalnya.","Jika langkah pertama belum berhasil, disarankan untuk mengganti komponen yang dicurigai rusak. Misalnya, jika setelan karburator tidak pas, pertimbangkan mengganti komponen tersebut dengan yang baru dan sesuai spesifikasi kendaraan Anda.","Jika masalah tetap belum terselesaikan, segera bawa kendaraan ke bengkel resmi atau mekanik terpercaya. Jelaskan bahwa motor susah langsam, dan sebutkan bahwa Anda telah mencurigai setelan karburator tidak pas. Hal ini akan membantu teknisi mempercepat proses diagnosis dan perbaikan."
motor,indikator bensin tidak akurat,sensor bahan bakar rusak,"Coba periksa apakah sensor bahan bakar rusak. Jika memungkinkan, bersihkan atau perbaiki sendiri menggunakan alat dasar. Pastikan kendaraan dalam keadaan mati dan aman sebelum mulai melakukan pengecekan. Misalnya, jika indikator bensin tidak akurat, cek sambungan kabel dan terminalnya.","Jika langkah pertama belum berhasil, disarankan untuk mengganti komponen yang dicurigai rusak. Misalnya, jika sensor bahan bakar rusak, pertimbangkan mengganti komponen tersebut dengan yang baru dan sesuai spesifikasi kendaraan Anda.","Jika masalah tetap belum terselesaikan, segera bawa kendaraan ke bengkel resmi atau mekanik terpercaya. Jelaskan bahwa indikator bensin tidak akurat, dan sebutkan bahwa Anda telah mencurigai sensor bahan bakar rusak. Hal ini akan membantu teknisi mempercepat proses diagnosis dan perbaikan."
mobil,mobil nyendat saat akselerasi,sensor throttle bermasalah,"Coba periksa apakah sensor throttle bermasalah. Jika memungkinkan, bersihkan atau perbaiki sendiri menggunakan alat dasar. Pastikan kendaraan dalam keadaan mati dan aman sebelum mulai melakukan pengecekan. Misalnya, jika mobil nyendat saat akselerasi, cek sambungan kabel dan terminalnya.","Jika langkah pertama belum berhasil, disarankan untuk mengganti komponen yang dicurigai rusak. Misalnya, jika sensor throttle bermasalah, pertimbangkan mengganti komponen tersebut dengan yang baru dan sesuai spesifikasi kendaraan Anda.","Jika masalah tetap belum terselesaikan, segera bawa kendaraan ke bengkel resmi atau mekanik terpercaya. Jelaskan bahwa mobil nyendat saat akselerasi, dan sebutkan bahwa Anda telah mencurigai sensor throttle bermasalah. Hal ini akan membantu teknisi mempercepat proses diagnosis dan perbaikan."
motor,kendaraan sulit dinyalakan saat pagi,busi kotor atau aus,"Coba periksa apakah busi kotor atau aus. Jika memungkinkan, bersihkan atau perbaiki sendiri menggunakan alat dasar. Pastikan kendaraan dalam keadaan mati dan aman sebelum mulai melakukan pengecekan. Misalnya, jika kendaraan sulit dinyalakan saat pagi, cek sambungan kabel dan terminalnya.","Jika langkah pertama belum berhasil, disarankan untuk mengganti komponen yang dicurigai rusak. Misalnya, jika busi kotor atau aus, pertimbangkan mengganti komponen tersebut dengan yang baru dan sesuai spesifikasi kendaraan Anda.","Jika masalah tetap belum terselesaikan, segera bawa kendaraan ke bengkel resmi atau mekanik terpercaya. Jelaskan bahwa kendaraan sulit dinyalakan saat pagi, dan sebutkan bahwa Anda telah mencurigai busi kotor atau aus. Hal ini akan membantu teknisi mempercepat proses diagnosis dan perbaikan."
motor,lampu depan tidak menyala,bohlam putus,"Coba periksa apakah bohlam putus. Jika memungkinkan, bersihkan atau perbaiki sendiri menggunakan alat dasar. Pastikan kendaraan dalam keadaan mati dan aman sebelum mulai melakukan pengecekan. Misalnya, jika lampu depan tidak menyala, cek sambungan kabel dan terminalnya.","Jika langkah pertama belum berhasil, disarankan untuk mengganti komponen yang dicurigai rusak. Misalnya, jika bohlam putus, pertimbangkan mengganti komponen tersebut dengan yang baru dan sesuai spesifikasi kendaraan Anda.","Jika masalah tetap belum terselesaikan, segera bawa kendaraan ke bengkel resmi atau mekanik terpercaya. Jelaskan bahwa lampu depan tidak menyala, dan sebutkan bahwa Anda telah mencurigai bohlam putus. Hal ini akan membantu teknisi mempercepat proses diagnosis dan perbaikan."
motor,mobil berasap putih,gasket kepala silinder bocor,"Coba periksa apakah gasket kepala silinder bocor. Jika memungkinkan, bersihkan atau perbaiki sendiri menggunakan alat dasar. Pastikan kendaraan dalam keadaan mati dan aman sebelum mulai melakukan pengecekan. Misalnya, jika mobil berasap putih, cek sambungan kabel dan terminalnya.","Jika langkah pertama belum berhasil, disarankan untuk mengganti komponen yang dicurigai rusak. Misalnya, jika gasket kepala silinder bocor, pertimbangkan mengganti komponen tersebut dengan yang baru dan sesuai spesifikasi kendaraan Anda.","Jika masalah tetap belum terselesaikan, segera bawa kendaraan ke bengkel resmi atau mekanik terpercaya. Jelaskan bahwa mobil berasap putih, dan sebutkan bahwa Anda telah mencurigai gasket kepala silinder bocor. Hal ini akan membantu teknisi mempercepat proses diagnosis dan perbaikan."
motor,kendaraan goyang saat ngebut,ban benjol atau pelek bengkok,"Coba periksa apakah ban benjol atau pelek bengkok. Jika memungkinkan, bersihkan atau perbaiki sendiri menggunakan alat dasar. Pastikan kendaraan dalam keadaan mati dan aman sebelum mulai melakukan pengecekan. Misalnya, jika kendaraan goyang saat ngebut, cek sambungan kabel dan terminalnya.","Jika langkah pertama belum berhasil, disarankan untuk mengganti komponen yang dicurigai rusak. Misalnya, jika ban benjol atau pelek bengkok, pertimbangkan mengganti komponen tersebut dengan yang baru dan sesuai spesifikasi kendaraan Anda.","Jika masalah tetap belum terselesaikan, segera bawa kendaraan ke bengkel resmi atau mekanik terpercaya. Jelaskan bahwa kendaraan goyang saat ngebut, dan sebutkan bahwa Anda telah mencurigai ban benjol atau pelek bengkok. Hal ini akan membantu teknisi mempercepat proses diagnosis dan perbaikan."
mobil,lampu rem mati,bohlam rem putus,"Coba periksa apakah bohlam rem putus. Jika memungkinkan, bersihkan atau perbaiki sendiri menggunakan alat dasar. Pastikan kendaraan dalam keadaan mati dan aman sebelum mulai melakukan pengecekan. Misalnya, jika lampu rem mati, cek sambungan kabel dan terminalnya.","Jika langkah pertama belum berhasil, disarankan untuk mengganti komponen yang dicurigai rusak. Misalnya, jika bohlam rem putus, pertimbangkan mengganti komponen tersebut dengan yang baru dan sesuai spesifikasi kendaraan Anda.","Jika masalah tetap belum terselesaikan, segera bawa kendaraan ke bengkel resmi atau mekanik terpercaya. Jelaskan bahwa lampu rem mati, dan sebutkan bahwa Anda telah mencurigai bohlam rem putus. Hal ini akan membantu teknisi mempercepat proses diagnosis dan perbaikan."
mobil,mobil berasap putih,gasket kepala silinder bocor,"Coba periksa apakah gasket kepala silinder bocor. Jika memungkinkan, bersihkan atau perbaiki sendiri menggunakan alat dasar. Pastikan kendaraan dalam keadaan mati dan aman sebelum mulai melakukan pengecekan. Misalnya, jika mobil berasap putih, cek sambungan kabel dan terminalnya.","Jika langkah pertama belum berhasil, disarankan untuk mengganti komponen yang dicurigai rusak. Misalnya, jika gasket kepala silinder bocor, pertimbangkan mengganti komponen tersebut dengan yang baru dan sesuai spesifikasi kendaraan Anda.","Jika masalah tetap belum terselesaikan, segera bawa kendaraan ke bengkel resmi atau mekanik terpercaya. Jelaskan bahwa mobil berasap putih, dan sebutkan bahwa Anda telah mencurigai gasket kepala silinder bocor. Hal ini akan membantu teknisi mempercepat proses diagnosis dan perbaikan."
mobil,mobil nyendat saat akselerasi,sensor throttle bermasalah,"Coba periksa apakah sensor throttle bermasalah. Jika memungkinkan, bersihkan atau perbaiki sendiri menggunakan alat dasar. Pastikan kendaraan dalam keadaan mati dan aman sebelum mulai melakukan pengecekan. Misalnya, jika mobil nyendat saat akselerasi, cek sambungan kabel dan terminalnya.","Jika langkah pertama belum berhasil, disarankan untuk mengganti komponen yang dicurigai rusak. Misalnya, jika sensor throttle bermasalah, pertimbangkan mengganti komponen tersebut dengan yang baru dan sesuai spesifikasi kendaraan Anda.","Jika masalah tetap belum terselesaikan, segera bawa kendaraan ke bengkel resmi atau mekanik terpercaya. Jelaskan bahwa mobil nyendat saat akselerasi, dan sebutkan bahwa Anda telah mencurigai sensor throttle bermasalah. Hal ini akan membantu teknisi mempercepat proses diagnosis dan perbaikan."
motor,motor bergetar saat kecepatan tinggi,ban tidak seimbang,"Coba periksa apakah ban tidak seimbang. Jika memungkinkan, bersihkan atau perbaiki sendiri menggunakan alat dasar. Pastikan kendaraan dalam keadaan mati dan aman sebelum mulai melakukan pengecekan. Misalnya, jika motor bergetar saat kecepatan tinggi, cek sambungan kabel dan terminalnya.","Jika langkah pertama belum berhasil, disarankan untuk mengganti komponen yang dicurigai rusak. Misalnya, jika ban tidak seimbang, pertimbangkan mengganti komponen tersebut dengan yang baru dan sesuai spesifikasi kendaraan Anda.","Jika masalah tetap belum terselesaikan, segera bawa kendaraan ke bengkel resmi atau mekanik terpercaya. Jelaskan bahwa motor bergetar saat kecepatan tinggi, dan sebutkan bahwa Anda telah mencurigai ban tidak seimbang. Hal ini akan membantu teknisi mempercepat proses diagnosis dan perbaikan."
motor,rem tidak pakem,kampas rem habis,"Coba periksa apakah kampas rem habis. Jika memungkinkan, bersihkan atau perbaiki sendiri menggunakan alat dasar. Pastikan kendaraan dalam keadaan mati dan aman sebelum mulai melakukan pengecekan. Misalnya, jika rem tidak pakem, cek sambungan kabel dan terminalnya.","Jika langkah pertama belum berhasil, disarankan untuk mengganti komponen yang dicurigai rusak. Misalnya, jika kampas rem habis, pertimbangkan mengganti komponen tersebut dengan yang baru dan sesuai spesifikasi kendaraan Anda.","Jika masalah tetap belum terselesaikan, segera bawa kendaraan ke bengkel resmi atau mekanik terpercaya. Jelaskan bahwa rem tidak pakem, dan sebutkan bahwa Anda telah mencurigai kampas rem habis. Hal ini akan membantu teknisi mempercepat proses diagnosis dan perbaikan."
motor,motor bergetar saat kecepatan tinggi,ban tidak seimbang,"Coba periksa apakah ban tidak seimbang. Jika memungkinkan, bersihkan atau perbaiki sendiri menggunakan alat dasar. Pastikan kendaraan dalam keadaan mati dan aman sebelum mulai melakukan pengecekan. Misalnya, jika motor bergetar saat kecepatan tinggi, cek sambungan kabel dan terminalnya.","Jika langkah pertama belum berhasil, disarankan untuk mengganti komponen yang dicurigai rusak. Misalnya, jika ban tidak seimbang, pertimbangkan mengganti komponen tersebut dengan yang baru dan sesuai spesifikasi kendaraan Anda.","Jika masalah tetap belum terselesaikan, segera bawa kendaraan ke bengkel resmi atau mekanik terpercaya. Jelaskan bahwa motor bergetar saat kecepatan tinggi, dan sebutkan bahwa Anda telah mencurigai ban tidak seimbang. Hal ini akan membantu teknisi mempercepat proses diagnosis dan perbaikan."
mobil,kendaraan goyang saat ngebut,ban benjol atau pelek bengkok,"Coba periksa apakah ban benjol atau pelek bengkok. Jika memungkinkan, bersihkan atau perbaiki sendiri menggunakan alat dasar. Pastikan kendaraan dalam keadaan mati dan aman sebelum mulai melakukan pengecekan. Misalnya, jika kendaraan goyang saat ngebut, cek sambungan kabel dan terminalnya.","Jika langkah pertama belum berhasil, disarankan untuk mengganti komponen yang dicurigai rusak. Misalnya, jika ban benjol atau pelek bengkok, pertimbangkan mengganti komponen tersebut dengan yang baru dan sesuai spesifikasi kendaraan Anda.","Jika masalah tetap belum terselesaikan, segera bawa kendaraan ke bengkel resmi atau mekanik terpercaya. Jelaskan bahwa kendaraan goyang saat ngebut, dan sebutkan bahwa Anda telah mencurigai ban benjol atau pelek bengkok. Hal ini akan membantu teknisi mempercepat proses diagnosis dan perbaikan."
mobil,mobil berasap putih,gasket kepala silinder bocor,"Coba periksa apakah gasket kepala silinder bocor. Jika memungkinkan, bersihkan atau perbaiki sendiri menggunakan alat dasar. Pastikan kendaraan dalam keadaan mati dan aman sebelum mulai melakukan pengecekan. Misalnya, jika mobil berasap putih, cek sambungan kabel dan terminalnya.","Jika langkah pertama belum berhasil, disarankan untuk mengganti komponen yang dicurigai rusak. Misalnya, jika gasket kepala silinder bocor, pertimbangkan mengganti komponen tersebut dengan yang baru dan sesuai spesifikasi kendaraan Anda.","Jika masalah tetap belum terselesaikan, segera bawa kendaraan ke bengkel resmi atau mekanik terpercaya. Jelaskan bahwa mobil berasap putih, dan sebutkan bahwa Anda telah mencurigai gasket kepala silinder bocor. Hal ini akan membantu teknisi mempercepat proses diagnosis dan perbaikan."
motor,mesin mengeluarkan suara aneh,rantai kendor atau aus,"Coba periksa apakah rantai kendor atau aus. Jika memungkinkan, bersihkan atau perbaiki sendiri menggunakan alat dasar. Pastikan kendaraan dalam keadaan mati dan aman sebelum mulai melakukan pengecekan. Misalnya, jika mesin mengeluarkan suara aneh, cek sambungan kabel dan terminalnya.","Jika langkah pertama belum berhasil, disarankan untuk mengganti komponen yang dicurigai rusak. Misalnya, jika rantai kendor atau aus, pertimbangkan mengganti komponen tersebut dengan yang baru dan sesuai spesifikasi kendaraan Anda.","Jika masalah tetap belum terselesaikan, segera bawa kendaraan ke bengkel resmi atau mekanik terpercaya. Jelaskan bahwa mesin mengeluarkan suara aneh, dan sebutkan bahwa Anda telah mencurigai rantai kendor atau aus. Hal ini akan membantu teknisi mempercepat proses diagnosis dan perbaikan."
mobil,mobil berasap putih,gasket kepala silinder bocor,"Coba periksa apakah gasket kepala silinder bocor. Jika memungkinkan, bersihkan atau perbaiki sendiri menggunakan alat dasar. Pastikan kendaraan dalam keadaan mati dan aman sebelum mulai melakukan pengecekan. Misalnya, jika mobil berasap putih, cek sambungan kabel dan terminalnya.","Jika langkah pertama belum berhasil, disarankan untuk mengganti komponen yang dicurigai rusak. Misalnya, jika gasket kepala silinder bocor, pertimbangkan mengganti komponen tersebut dengan yang baru dan sesuai spesifikasi kendaraan Anda.","Jika masalah tetap belum terselesaikan, segera bawa kendaraan ke bengkel resmi atau mekanik terpercaya. Jelaskan bahwa mobil berasap putih, dan sebutkan bahwa Anda telah mencurigai gasket kepala silinder bocor. Hal ini akan membantu teknisi mempercepat proses diagnosis dan perbaikan."
mobil,indikator bensin tidak akurat,sensor bahan bakar rusak,"Coba periksa apakah sensor bahan bakar rusak. Jika memungkinkan, bersihkan atau perbaiki sendiri menggunakan alat dasar. Pastikan kendaraan dalam keadaan mati dan aman sebelum mulai melakukan pengecekan. Misalnya, jika indikator bensin tidak akurat, cek sambungan kabel dan terminalnya.","Jika langkah pertama belum berhasil, disarankan untuk mengganti komponen yang dicurigai rusak. Misalnya, jika sensor bahan bakar rusak, pertimbangkan mengganti komponen tersebut dengan yang baru dan sesuai spesifikasi kendaraan Anda.","Jika masalah tetap belum terselesaikan, segera bawa kendaraan ke bengkel resmi atau mekanik terpercaya. Jelaskan bahwa indikator bensin tidak akurat, dan sebutkan bahwa Anda telah mencurigai sensor bahan bakar rusak. Hal ini akan membantu teknisi mempercepat proses diagnosis dan perbaikan."
motor,rem tidak pakem,kampas rem habis,"Coba periksa apakah kampas rem habis. Jika memungkinkan, bersihkan atau perbaiki sendiri menggunakan alat dasar. Pastikan kendaraan dalam keadaan mati dan aman sebelum mulai melakukan pengecekan. Misalnya, jika rem tidak pakem, cek sambungan kabel dan terminalnya.","Jika langkah pertama belum berhasil, disarankan untuk mengganti komponen yang dicurigai rusak. Misalnya, jika kampas rem habis, pertimbangkan mengganti komponen tersebut dengan yang baru dan sesuai spesifikasi kendaraan Anda.","Jika masalah tetap belum terselesaikan, segera bawa kendaraan ke bengkel resmi atau mekanik terpercaya. Jelaskan bahwa rem tidak pakem, dan sebutkan bahwa Anda telah mencurigai kampas rem habis. Hal ini akan membantu teknisi mempercepat proses diagnosis dan perbaikan."
